EventType	EventName	Object1Id	Object2Id	ObjectValue	ObjectPosition	DateTime	SecondsSinceSessionStart
SessionStart		10	f0d6fd6221a5602015e9457afe9a32f91a6efa3a	4/19/2017 1:56:08 PM		4/19/2017 1:57:52 PM	102.1351
ClickButton	Set/Hearts					4/19/2017 1:57:57 PM	107.0715
FractionGenerated	HeartSets	heartset_1				4/19/2017 1:57:57 PM	107.0715
FractionChange	Denominator	heartset_1		1		4/19/2017 1:57:59 PM	108.9104
FractionChange	Denominator	heartset_1		2		4/19/2017 1:57:59 PM	109.1355
FractionChange	Denominator	heartset_1		3		4/19/2017 1:57:59 PM	109.3195
FractionChange	Denominator	heartset_1		4		4/19/2017 1:58:00 PM	109.6635
FractionChange	Denominator	heartset_1		3		4/19/2017 1:58:01 PM	110.4304
FractionChange	Denominator	heartset_1		4		4/19/2017 1:58:02 PM	111.5825
PressFraction	HeartSets	heartset_1		0/4	(0.28125, 0)	4/19/2017 1:58:02 PM	112.1424
ReleaseFraction	HeartSets	heartset_1		0/4	(0.28125, 0)	4/19/2017 1:58:02 PM	112.2945
FractionChange	Numerator	heartset_1		0		4/19/2017 1:58:03 PM	113.3035
FractionChange	Numerator	heartset_1		1		4/19/2017 1:58:04 PM	114.0315
FractionChange	Numerator	heartset_1		2		4/19/2017 1:58:05 PM	114.5825
FractionChange	Numerator	heartset_1		3		4/19/2017 1:58:05 PM	115.0875
FractionChange	Numerator	heartset_1		4		4/19/2017 1:58:06 PM	115.5825
EndStateReached						4/19/2017 1:58:08 PM	117.5835
ClickButton	Set/Stars					4/19/2017 1:58:08 PM	117.7836
FractionGenerated	StarSets	starset_2				4/19/2017 1:58:08 PM	117.7836
TaskChange_warningMessage	ClickForward			1		4/19/2017 1:58:09 PM	119.2545
PressFraction	StarSets	starset_2		0/0	(1.28125, 0)	4/19/2017 1:58:13 PM	122.9739
ReleaseFraction	StarSets	starset_2		0/0	(2.48125, 4.8)	4/19/2017 1:58:14 PM	123.9975
PressFraction	HeartSets	heartset_1		4/4	(0.28125, 0)	4/19/2017 1:58:26 PM	135.7423
FractionTrashed	HeartSets	heartset_1		4/4		4/19/2017 1:58:28 PM	137.7416
ReleaseFraction	HeartSets	heartset_1		4/4	(-10.18542, 8.233333)	4/19/2017 1:58:28 PM	137.7416
Feedback	FeedbackPresented			创造一个等值分数需要做些什么？		4/19/2017 1:58:37 PM	146.6687
FractionChange	Denominator	starset_2		1		4/19/2017 1:58:43 PM	152.9806
FractionChange	Denominator	starset_2		2		4/19/2017 1:58:45 PM	154.4855
PressFraction	StarSets	starset_2		0/2	(2.48125, 4.8)	4/19/2017 1:59:10 PM	179.6747
FractionTrashed	StarSets	starset_2		0/2		4/19/2017 1:59:10 PM	180.4429
ReleaseFraction	StarSets	starset_2		0/2	(-11.83333, 8.4)	4/19/2017 1:59:10 PM	180.4429
ClickButton	OpenTaskDescription					4/19/2017 1:59:21 PM	190.9227
ClickButton	LiquidMeasures					4/19/2017 1:59:57 PM	227.3039
FractionGenerated	LiquidMeasures	liquid_3				4/19/2017 1:59:57 PM	227.3039
FractionChange	Denominator	liquid_3		1		4/19/2017 1:59:59 PM	228.6743
FractionChange	Denominator	liquid_3		2		4/19/2017 1:59:59 PM	229.2879
FractionChange	Denominator	liquid_3		3		4/19/2017 2:00:00 PM	229.7849
FractionChange	Denominator	liquid_3		4		4/19/2017 2:00:00 PM	230.2879
FractionChange	Denominator	liquid_3		5		4/19/2017 2:00:01 PM	230.8239
FractionChange	Denominator	liquid_3		6		4/19/2017 2:00:01 PM	231.359
FractionChange	Denominator	liquid_3		7		4/19/2017 2:00:02 PM	231.8869
FractionChange	Denominator	liquid_3		8		4/19/2017 2:00:02 PM	232.423
FractionChange	Denominator	liquid_3		9		4/19/2017 2:00:03 PM	232.9109
FractionChange	Denominator	liquid_3		10		4/19/2017 2:00:04 PM	233.479
PressFraction	LiquidMeasures	liquid_3		0/10	(0.9375, 0)	4/19/2017 2:00:06 PM	235.9359
ReleaseFraction	LiquidMeasures	liquid_3		0/10	(0.9375, 0)	4/19/2017 2:00:06 PM	236.1189
FractionChange	Numerator	liquid_3		1		4/19/2017 2:00:07 PM	237.191
FractionChange	Numerator	liquid_3		2		4/19/2017 2:00:08 PM	237.6709
FractionChange	Numerator	liquid_3		3		4/19/2017 2:00:08 PM	238.199
FractionChange	Numerator	liquid_3		4		4/19/2017 2:00:09 PM	238.7269
FractionChange	Numerator	liquid_3		5		4/19/2017 2:00:09 PM	239.215
FractionChange	Numerator	liquid_3		6		4/19/2017 2:00:10 PM	239.8639
FractionChange	Numerator	liquid_3		5		4/19/2017 2:00:11 PM	240.808
ClickButton	OpenTaskDescription					4/19/2017 2:00:12 PM	242.143
EndStateReached						4/19/2017 2:00:12 PM	242.2159
EndStateReached						4/19/2017 2:00:14 PM	243.8099
PopupAfterTaskReflection						4/19/2017 2:00:14 PM	244.055
EndStateReached						4/19/2017 2:00:15 PM	245.1439
PopupAfterTaskReflection						4/19/2017 2:00:17 PM	246.471
Feedback	FeedbackPresented			创造一个等值分数需要做些什么？		4/19/2017 2:01:06 PM	296.0682
ClickButton	OpenTaskDescription					4/19/2017 2:01:10 PM	300.0992
EndStateReached						4/19/2017 2:01:13 PM	303.1001
PopupAfterTaskReflection						4/19/2017 2:01:14 PM	303.5712
PopupAfterTaskReflection_Response	RadioSelected	Panel_1	简单	4/19/2017 2:01:18 PM		4/19/2017 2:01:18 PM	307.4752
PopupAfterTaskReflection_Response	RadioSelected	Panel_2	让我乐在其中	4/19/2017 2:01:27 PM		4/19/2017 2:01:27 PM	316.5952
PopupAfterTaskReflection_Response	RadioSelected	Panel_2	很有趣	4/19/2017 2:01:30 PM		4/19/2017 2:01:30 PM	320.2672
PopupAfterTaskReflection_Response	RadioSelected	Panel_2	很无聊	4/19/2017 2:01:36 PM		4/19/2017 2:01:36 PM	325.4502
PopupAfterTaskReflection_Response	ContinueSelected			4/19/2017 2:01:40 PM		4/19/2017 2:01:40 PM	329.4502
ClickButton	LiquidMeasures					4/19/2017 2:01:46 PM	336.1611
FractionGenerated	LiquidMeasures	liquid_4				4/19/2017 2:01:46 PM	336.1611
FractionChange	Denominator	liquid_4		1		4/19/2017 2:01:48 PM	337.9783
FractionChange	Denominator	liquid_4		2		4/19/2017 2:01:48 PM	338.2573
FractionChange	Denominator	liquid_4		3		4/19/2017 2:01:49 PM	338.5213
FractionChange	Denominator	liquid_4		4		4/19/2017 2:01:49 PM	338.9924
FractionChange	Denominator	liquid_4		5		4/19/2017 2:01:49 PM	339.3124
FractionChange	Denominator	liquid_4		6		4/19/2017 2:01:50 PM	339.6013
FractionChange	Denominator	liquid_4		7		4/19/2017 2:01:50 PM	339.8324
FractionChange	Denominator	liquid_4		8		4/19/2017 2:01:50 PM	340.0884
FractionChange	Denominator	liquid_4		9		4/19/2017 2:01:50 PM	340.3363
FractionChange	Denominator	liquid_4		10		4/19/2017 2:01:51 PM	340.5363
FractionChange	Denominator	liquid_4		11		4/19/2017 2:01:51 PM	340.7373
FractionChange	Denominator	liquid_4		12		4/19/2017 2:01:51 PM	340.9442
FractionChange	Denominator	liquid_4		13		4/19/2017 2:01:51 PM	341.1853
FractionChange	Denominator	liquid_4		14		4/19/2017 2:01:52 PM	341.6493
FractionChange	Denominator	liquid_4		15		4/19/2017 2:01:52 PM	341.8893
FractionChange	Denominator	liquid_4		16		4/19/2017 2:01:52 PM	342.3453
FractionChange	Denominator	liquid_4		17		4/19/2017 2:01:53 PM	342.6962
FractionChange	Denominator	liquid_4		18		4/19/2017 2:01:53 PM	343.1123
FractionChange	Denominator	liquid_4		19		4/19/2017 2:02:02 PM	352.3684
FractionChange	Denominator	liquid_4		18		4/19/2017 2:02:04 PM	354.1994
PressFraction	LiquidMeasures	liquid_4		0/18	(0.9375, 1)	4/19/2017 2:02:05 PM	354.7043
ReleaseFraction	LiquidMeasures	liquid_4		0/18	(0.9375, 1)	4/19/2017 2:02:05 PM	354.8554
ClickButton	OpenTaskDescription					4/19/2017 2:02:09 PM	359.4003
PressFraction	LiquidMeasures	liquid_4		0/18	(0.9375, 1)	4/19/2017 2:02:55 PM	404.7725
ReleaseFraction	LiquidMeasures	liquid_4		0/18	(0.9375, 1)	4/19/2017 2:02:55 PM	404.9415
FractionChange	Numerator	liquid_4		1		4/19/2017 2:02:56 PM	405.8696
FractionChange	Numerator	liquid_4		2		4/19/2017 2:02:56 PM	406.3405
FractionChange	Numerator	liquid_4		3		4/19/2017 2:02:57 PM	406.9086
FractionChange	Numerator	liquid_4		2		4/19/2017 2:02:59 PM	409.1485
FractionChange	Numerator	liquid_4		1		4/19/2017 2:03:00 PM	409.5565
EndStateReached						4/19/2017 2:03:00 PM	409.9105
TaskChange_warningMessage	ClickForward			1		4/19/2017 2:03:26 PM	435.7236
TaskReset						4/19/2017 2:03:27 PM	437.1956
ClickButton	LiquidMeasures					4/19/2017 2:03:29 PM	439.4346
FractionGenerated	LiquidMeasures	liquid_5				4/19/2017 2:03:30 PM	439.4346
FractionChange	Denominator	liquid_5		1		4/19/2017 2:03:31 PM	441.2746
FractionChange	Denominator	liquid_5		2		4/19/2017 2:03:32 PM	441.4826
FractionChange	Denominator	liquid_5		3		4/19/2017 2:03:32 PM	441.7077
FractionChange	Denominator	liquid_5		4		4/19/2017 2:03:32 PM	441.9467
FractionChange	Denominator	liquid_5		5		4/19/2017 2:03:32 PM	442.1385
FractionChange	Denominator	liquid_5		6		4/19/2017 2:03:32 PM	442.3387
FractionChange	Denominator	liquid_5		7		4/19/2017 2:03:33 PM	442.5467
FractionChange	Denominator	liquid_5		8		4/19/2017 2:03:33 PM	442.7227
FractionChange	Denominator	liquid_5		9		4/19/2017 2:03:33 PM	442.9387
FractionChange	Denominator	liquid_5		10		4/19/2017 2:03:33 PM	443.1387
FractionChange	Denominator	liquid_5		11		4/19/2017 2:03:34 PM	443.5386
FractionChange	Denominator	liquid_5		12		4/19/2017 2:03:34 PM	443.8036
FractionChange	Denominator	liquid_5		13		4/19/2017 2:03:34 PM	444.1637
FractionChange	Denominator	liquid_5		14		4/19/2017 2:03:35 PM	444.6277
FractionChange	Denominator	liquid_5		15		4/19/2017 2:03:35 PM	444.8596
FractionChange	Denominator	liquid_5		16		4/19/2017 2:03:35 PM	445.0827
FractionChange	Denominator	liquid_5		17		4/19/2017 2:03:36 PM	445.5787
FractionChange	Denominator	liquid_5		18		4/19/2017 2:03:36 PM	446.0106
PressFraction	LiquidMeasures	liquid_5		0/18	(1.9375, 0)	4/19/2017 2:03:37 PM	447.2098
ReleaseFraction	LiquidMeasures	liquid_5		0/18	(1.9375, 0)	4/19/2017 2:03:37 PM	447.3466
FractionChange	Numerator	liquid_5		1		4/19/2017 2:03:38 PM	448.1457
FractionChange	Numerator	liquid_5		2		4/19/2017 2:03:39 PM	448.5877
FractionChange	Numerator	liquid_5		3		4/19/2017 2:03:39 PM	449.0817
ClickButton	OpenTaskDescription					4/19/2017 2:03:41 PM	451.2107
