EventType	EventName	Object1Id	Object2Id	ObjectValue	ObjectPosition	DateTime	SecondsSinceSessionStart
SessionStart		23	35c73d1083adcdcb4afe524ea3829e405cd112ab	4/20/2017 10:17:51 AM		4/20/2017 10:19:30 AM	96.02853
ClickButton	Shape/HRects					4/20/2017 10:21:27 AM	213.2133
FractionGenerated	HRects	hrect_1				4/20/2017 10:21:27 AM	213.2133
FractionChange	Denominator	hrect_1		1		4/20/2017 10:21:47 AM	232.7019
FractionChange	Denominator	hrect_1		2		4/20/2017 10:21:47 AM	233.277
FractionChange	Denominator	hrect_1		3		4/20/2017 10:21:48 AM	233.718
FractionChange	Denominator	hrect_1		4		4/20/2017 10:21:48 AM	234.14
FractionChange	Denominator	hrect_1		5		4/20/2017 10:21:49 AM	234.6862
FractionChange	Denominator	hrect_1		6		4/20/2017 10:21:49 AM	235.3182
PressFraction	HRects	hrect_1		0/6	(1.125, 1)	4/20/2017 10:21:53 AM	239.1973
ReleaseFraction	HRects	hrect_1		0/6	(1.125, 1)	4/20/2017 10:21:53 AM	239.3094
FractionChange	Numerator	hrect_1		1		4/20/2017 10:21:54 AM	240.3093
FractionChange	Numerator	hrect_1		2		4/20/2017 10:21:55 AM	240.9483
FractionChange	Numerator	hrect_1		3		4/20/2017 10:21:55 AM	241.3804
EndStateReached						4/20/2017 10:21:58 AM	244.3805
PopupAfterTaskReflection						4/20/2017 10:22:39 AM	284.6841
PopupAfterTaskReflection_Response	RadioSelected	Panel_1	简单	4/20/2017 10:23:00 AM		4/20/2017 10:23:00 AM	306.1649
PopupAfterTaskReflection_Response	RadioSelected	Panel_2	很有趣	4/20/2017 10:23:06 AM		4/20/2017 10:23:06 AM	312.1232
PopupAfterTaskReflection_Response	RadioSelected	Panel_2	很有趣	4/20/2017 10:23:07 AM		4/20/2017 10:23:07 AM	313.4934
PopupAfterTaskReflection_Response	RadioSelected	Panel_2	让我乐在其中	4/20/2017 10:23:08 AM		4/20/2017 10:23:08 AM	314.3322
PopupAfterTaskReflection_Response	RadioSelected	Panel_2	（我不知道）	4/20/2017 10:23:21 AM		4/20/2017 10:23:21 AM	327.1738
PopupAfterTaskReflection_Response	RadioSelected	Panel_2	让我乐在其中	4/20/2017 10:23:23 AM		4/20/2017 10:23:23 AM	329.358
PopupAfterTaskReflection_Response	ContinueSelected			4/20/2017 10:23:39 AM		4/20/2017 10:23:39 AM	345.2504
ClickButton	Shape/VRects					4/20/2017 10:28:37 AM	643.0535
FractionGenerated	VRects	vrect_2				4/20/2017 10:28:37 AM	643.0535
FractionChange	Denominator	vrect_2		1		4/20/2017 10:28:39 AM	644.6529
FractionChange	Denominator	vrect_2		2		4/20/2017 10:28:39 AM	645.1416
FractionChange	Denominator	vrect_2		3		4/20/2017 10:28:39 AM	645.4927
FractionChange	Denominator	vrect_2		4		4/20/2017 10:28:40 AM	645.7416
FractionChange	Denominator	vrect_2		5		4/20/2017 10:28:40 AM	646.101
FractionChange	Denominator	vrect_2		6		4/20/2017 10:28:40 AM	646.5006
PressFraction	VRects	vrect_2		0/6	(2.125, 0)	4/20/2017 10:28:42 AM	647.9429
ReleaseFraction	VRects	vrect_2		0/6	(2.125, 0)	4/20/2017 10:28:42 AM	648.0148
FractionChange	Numerator	vrect_2		1		4/20/2017 10:28:43 AM	648.6368
ClickButton	Tool/FindEquivalence					4/20/2017 10:29:10 AM	676.0061
EquivalenceGenerated	VRect	vrect_2_eq1				4/20/2017 10:29:10 AM	676.0061
FractionChange	Numerator	vrect_2_eq1		1		4/20/2017 10:29:10 AM	676.0061
FractionChange	Denominator	vrect_2_eq1		6		4/20/2017 10:29:10 AM	676.0061
PressFraction	VRects	vrect_2_eq1		1/6	(2.125, 4.000439)	4/20/2017 10:29:12 AM	677.6541
ReleaseFraction	VRects	vrect_2_eq1		1/6	(-2.741667, 4.000439)	4/20/2017 10:29:12 AM	678.0121
PressFraction	VRects	vrect_2_eq1		1/6	(-2.741667, 4.000439)	4/20/2017 10:29:23 AM	689.3563
ReleaseFraction	VRects	vrect_2_eq1		1/6	(-2.741667, 4.000439)	4/20/2017 10:29:23 AM	689.4373
PressFraction	VRects	vrect_2_eq1		1/6	(-2.741667, 4.000439)	4/20/2017 10:29:25 AM	691.0134
PressFraction	VRects	vrect_2_eq1		1/6	(-2.741667, 4.000439)	4/20/2017 10:29:26 AM	691.6214
FractionChange	Partitions	vrect_2_eq1		2		4/20/2017 10:29:27 AM	692.6836
FractionChange	Partitions	vrect_2_eq1		3		4/20/2017 10:29:27 AM	693.4775
PressFraction	VRects	vrect_2		1/6	(2.125, 0)	4/20/2017 10:29:30 AM	696.2037
ReleaseFraction	VRects	vrect_2		1/6	(2.125, 0)	4/20/2017 10:29:30 AM	696.2996
PressFraction	VRects	vrect_2		1/6	(2.125, 0)	4/20/2017 10:29:31 AM	696.6847
ReleaseFraction	VRects	vrect_2		1/6	(2.125, 0)	4/20/2017 10:29:31 AM	696.7557
FractionChange	Numerator	vrect_2		2		4/20/2017 10:29:32 AM	698.0767
FractionChange	Numerator	vrect_2_eq1		6		4/20/2017 10:29:32 AM	698.0767
FractionChange	Numerator	vrect_2		1		4/20/2017 10:29:35 AM	701.4839
FractionChange	Numerator	vrect_2_eq1		3		4/20/2017 10:29:35 AM	701.4839
PressFraction	VRects	vrect_2		1/6	(2.125, 0)	4/20/2017 10:29:36 AM	701.7739
ReleaseFraction	VRects	vrect_2		1/6	(2.125, 0)	4/20/2017 10:29:36 AM	701.8438
FractionChange	Denominator	vrect_2		7		4/20/2017 10:29:37 AM	702.66
FractionChange	Denominator	vrect_2_eq1		21		4/20/2017 10:29:37 AM	702.66
FractionChange	Denominator	vrect_2		8		4/20/2017 10:29:37 AM	703.276
FractionChange	Denominator	vrect_2_eq1		24		4/20/2017 10:29:37 AM	703.276
FractionChange	Denominator	vrect_2		7		4/20/2017 10:29:41 AM	706.6376
FractionChange	Denominator	vrect_2_eq1		21		4/20/2017 10:29:41 AM	706.6376
FractionChange	Denominator	vrect_2		6		4/20/2017 10:29:41 AM	707.1233
FractionChange	Denominator	vrect_2_eq1		18		4/20/2017 10:29:41 AM	707.1233
PressFraction	VRects	vrect_2_eq1		3/18	(-2.741667, 4.000439)	4/20/2017 10:29:42 AM	708.5001
EquivalenceTrashed	VRects	vrect_2_eq1		3/18		4/20/2017 10:29:43 AM	709.133
ReleaseFraction	VRects	vrect_2_eq1		3/18	(-10.36667, 8.666667)	4/20/2017 10:29:43 AM	709.133
PressFraction	VRects	vrect_2		1/6	(2.125, 0)	4/20/2017 10:29:44 AM	710.405
ReleaseFraction	VRects	vrect_2		1/6	(2.125, 0)	4/20/2017 10:29:44 AM	710.4841
PressFraction	VRects	vrect_2		1/6	(2.125, 0)	4/20/2017 10:29:45 AM	710.8433
ReleaseFraction	VRects	vrect_2		1/6	(2.125, 0)	4/20/2017 10:29:45 AM	710.9073
FractionChange	Denominator	vrect_2		7		4/20/2017 10:29:46 AM	712.0832
FractionChange	Denominator	vrect_2		8		4/20/2017 10:29:46 AM	712.5002
FractionChange	Denominator	vrect_2		9		4/20/2017 10:29:47 AM	712.8763
FractionChange	Denominator	vrect_2		10		4/20/2017 10:29:47 AM	713.2854
FractionChange	Denominator	vrect_2		11		4/20/2017 10:29:48 AM	713.8695
FractionChange	Denominator	vrect_2		12		4/20/2017 10:29:48 AM	714.2614
FractionChange	Denominator	vrect_2		13		4/20/2017 10:29:48 AM	714.5804
FractionChange	Denominator	vrect_2		14		4/20/2017 10:29:49 AM	714.8693
FractionChange	Denominator	vrect_2		15		4/20/2017 10:29:49 AM	715.3472
FractionChange	Denominator	vrect_2		16		4/20/2017 10:29:50 AM	715.9885
FractionChange	Denominator	vrect_2		17		4/20/2017 10:29:50 AM	716.3406
FractionChange	Denominator	vrect_2		18		4/20/2017 10:29:51 AM	716.6756
PressFraction	VRects	vrect_2		1/18	(2.125, 0)	4/20/2017 10:29:52 AM	718.0514
ReleaseFraction	VRects	vrect_2		1/18	(2.125, 0)	4/20/2017 10:29:52 AM	718.1415
FractionChange	Numerator	vrect_2		2		4/20/2017 10:29:53 AM	718.8044
FractionChange	Numerator	vrect_2		3		4/20/2017 10:29:53 AM	719.1558
ClickButton	OpenTaskDescription					4/20/2017 10:29:56 AM	721.6765
EndStateReached						4/20/2017 10:29:56 AM	722.1576
EndStateReached						4/20/2017 10:29:59 AM	724.6776
PopupAfterTaskReflection						4/20/2017 10:29:59 AM	724.915
PopupAfterTaskReflection_Response	RadioSelected	Panel_1	一般	4/20/2017 10:30:01 AM		4/20/2017 10:30:01 AM	726.8921
PopupAfterTaskReflection_Response	RadioSelected	Panel_2	很有趣	4/20/2017 10:30:04 AM		4/20/2017 10:30:04 AM	730.1501
PopupAfterTaskReflection_Response	ContinueSelected			4/20/2017 10:30:05 AM		4/20/2017 10:30:05 AM	731.3068
ClickButton	Shape/VRects					4/20/2017 10:30:29 AM	754.9719
FractionGenerated	VRects	vrect_4				4/20/2017 10:30:29 AM	754.9719
FractionChange	Denominator	vrect_4		1		4/20/2017 10:30:30 AM	756.3948
FractionChange	Denominator	vrect_4		2		4/20/2017 10:30:30 AM	756.6028
FractionChange	Denominator	vrect_4		3		4/20/2017 10:30:31 AM	756.795
FractionChange	Denominator	vrect_4		4		4/20/2017 10:30:31 AM	756.9628
FractionChange	Denominator	vrect_4		5		4/20/2017 10:30:31 AM	757.1389
FractionChange	Denominator	vrect_4		6		4/20/2017 10:30:31 AM	757.3145
FractionChange	Denominator	vrect_4		7		4/20/2017 10:30:31 AM	757.492
FractionChange	Denominator	vrect_4		8		4/20/2017 10:30:32 AM	757.6681
FractionChange	Denominator	vrect_4		9		4/20/2017 10:30:32 AM	757.8441
FractionChange	Denominator	vrect_4		10		4/20/2017 10:30:32 AM	758.0442
FractionChange	Denominator	vrect_4		11		4/20/2017 10:30:32 AM	758.4911
FractionChange	Denominator	vrect_4		12		4/20/2017 10:30:33 AM	758.732
PressFraction	VRects	vrect_4		0/12	(1.125, -1)	4/20/2017 10:30:34 AM	760.1161
ReleaseFraction	VRects	vrect_4		0/12	(1.125, -1)	4/20/2017 10:30:34 AM	760.2131
PressFraction	VRects	vrect_4		0/12	(1.125, -1)	4/20/2017 10:30:35 AM	761.253
ReleaseFraction	VRects	vrect_4		0/12	(1.125, -1)	4/20/2017 10:30:35 AM	761.323
PressFraction	VRects	vrect_4		0/12	(1.125, -1)	4/20/2017 10:30:37 AM	762.9071
ReleaseFraction	VRects	vrect_4		0/12	(1.125, -1)	4/20/2017 10:30:37 AM	762.9862
FractionChange	Denominator	vrect_4		11		4/20/2017 10:30:38 AM	763.7391
FractionChange	Denominator	vrect_4		10		4/20/2017 10:30:38 AM	763.9151
FractionChange	Denominator	vrect_4		9		4/20/2017 10:30:38 AM	764.075
FractionChange	Denominator	vrect_4		8		4/20/2017 10:30:38 AM	764.251
FractionChange	Denominator	vrect_4		7		4/20/2017 10:30:38 AM	764.5701
FractionChange	Denominator	vrect_4		6		4/20/2017 10:30:39 AM	764.7711
FractionChange	Denominator	vrect_4		5		4/20/2017 10:30:39 AM	764.9702
FractionChange	Denominator	vrect_4		4		4/20/2017 10:30:39 AM	765.3792
FractionChange	Denominator	vrect_4		3		4/20/2017 10:30:40 AM	765.6432
PressFraction	VRects	vrect_4		0/3	(1.125, -1)	4/20/2017 10:30:42 AM	767.9084
ReleaseFraction	VRects	vrect_4		0/3	(1.125, -1)	4/20/2017 10:30:42 AM	767.9862
PressFraction	VRects	vrect_4		0/3	(1.125, -1)	4/20/2017 10:30:45 AM	771.2515
ReleaseFraction	VRects	vrect_4		0/3	(1.158333, -1.033333)	4/20/2017 10:30:45 AM	771.3567
FractionChange	Denominator	vrect_4		2		4/20/2017 10:30:46 AM	771.9945
FractionChange	Denominator	vrect_4		1		4/20/2017 10:30:46 AM	772.4595
FractionChange	Denominator	vrect_4		1		4/20/2017 10:30:47 AM	772.8755
FractionChange	Denominator	vrect_4		2		4/20/2017 10:30:49 AM	774.7565
FractionChange	Denominator	vrect_4		3		4/20/2017 10:30:49 AM	775.5469
FractionChange	Denominator	vrect_4		4		4/20/2017 10:30:50 AM	775.9866
PressFraction	VRects	vrect_4		0/4	(1.158333, -1.033333)	4/20/2017 10:30:51 AM	776.6596
ReleaseFraction	VRects	vrect_4		0/4	(1.158333, -1.033333)	4/20/2017 10:30:51 AM	776.7326
FractionChange	Numerator	vrect_4		1		4/20/2017 10:30:52 AM	778.0356
FractionChange	Numerator	vrect_4		2		4/20/2017 10:30:52 AM	778.2206
FractionChange	Numerator	vrect_4		3		4/20/2017 10:30:53 AM	778.7717
ClickButton	Tool/FindEquivalence					4/20/2017 10:30:56 AM	781.923
EquivalenceGenerated	VRect	vrect_4_eq1				4/20/2017 10:30:56 AM	781.923
FractionChange	Numerator	vrect_4_eq1		3		4/20/2017 10:30:56 AM	781.923
FractionChange	Denominator	vrect_4_eq1		4		4/20/2017 10:30:56 AM	781.923
PressFraction	VRects	vrect_4_eq1		3/4	(1.158333, 2.982902)	4/20/2017 10:30:58 AM	783.9309
FractionChange	Partitions	vrect_4_eq1		2		4/20/2017 10:31:02 AM	788.2662
FractionChange	Partitions	vrect_4_eq1		3		4/20/2017 10:31:02 AM	788.5393
FractionChange	Partitions	vrect_4_eq1		4		4/20/2017 10:31:03 AM	788.7151
FractionChange	Partitions	vrect_4_eq1		5		4/20/2017 10:31:03 AM	788.8754
FractionChange	Partitions	vrect_4_eq1		4		4/20/2017 10:31:04 AM	790.0743
FractionChange	Partitions	vrect_4_eq1		3		4/20/2017 10:31:04 AM	790.5302
FractionChange	Partitions	vrect_4_eq1		2		4/20/2017 10:31:05 AM	791.0353
FractionChange	Partitions	vrect_4_eq1		1		4/20/2017 10:31:06 AM	792.1792
FractionChange	Partitions	vrect_4_eq1		2		4/20/2017 10:31:07 AM	793.3564
FractionChange	Partitions	vrect_4_eq1		3		4/20/2017 10:31:08 AM	793.8184
PressFraction	VRects	vrect_4		3/4	(1.158333, -1.033333)	4/20/2017 10:31:10 AM	796.0663
ReleaseFraction	VRects	vrect_4		3/4	(1.158333, -1.033333)	4/20/2017 10:31:10 AM	796.1563
