EventType	EventName	Object1Id	Object2Id	ObjectValue	ObjectPosition	DateTime	SecondsSinceSessionStart
SessionStart		29	3d2b2acafe2b0d317bd7c965b3345a6aa04bb5f9	4/20/2017 10:19:09 AM		4/20/2017 10:19:49 AM	38.29307
ClickButton	Set/Moons					4/20/2017 10:20:22 AM	71.62843
FractionGenerated	MoonSets	moonset_1				4/20/2017 10:20:22 AM	71.62843
PressFraction	MoonSets	moonset_1		0/0	(1.28125, 0)	4/20/2017 10:20:25 AM	73.78919
FractionTrashed	MoonSets	moonset_1		0/0		4/20/2017 10:20:26 AM	75.19884
ReleaseFraction	MoonSets	moonset_1		0/0	(-12, 7.8)	4/20/2017 10:20:26 AM	75.19884
ClickButton	LiquidMeasures					4/20/2017 10:20:40 AM	88.70707
FractionGenerated	LiquidMeasures	liquid_2				4/20/2017 10:20:40 AM	88.70707
PressFraction	LiquidMeasures	liquid_2		0/0	(0.9375, 1)	4/20/2017 10:20:41 AM	90.02801
FractionTrashed	LiquidMeasures	liquid_2		0/0		4/20/2017 10:20:42 AM	90.9811
ReleaseFraction	LiquidMeasures	liquid_2		0/0	(-10.26667, 8.133333)	4/20/2017 10:20:42 AM	90.9811
ClickButton	Shape/VRects					4/20/2017 10:22:15 AM	184.29
FractionGenerated	VRects	vrect_3				4/20/2017 10:22:15 AM	184.29
PressFraction	VRects	vrect_3		0/0	(1.125, 0)	4/20/2017 10:22:16 AM	184.9619
ReleaseFraction	VRects	vrect_3		0/0	(1.125, 0)	4/20/2017 10:22:16 AM	185.09
PressFraction	VRects	vrect_3		0/0	(1.125, 0)	4/20/2017 10:22:17 AM	186.394
ReleaseFraction	VRects	vrect_3		0/0	(1.125, 0)	4/20/2017 10:22:17 AM	186.5141
FractionChange	Denominator	vrect_3		1		4/20/2017 10:22:18 AM	187.2891
FractionChange	Denominator	vrect_3		2		4/20/2017 10:22:20 AM	188.9692
PressFraction	VRects	vrect_3		0/2	(1.125, 0)	4/20/2017 10:22:22 AM	191.5313
FractionChange	Numerator	vrect_3		1		4/20/2017 10:22:23 AM	191.6751
ReleaseFraction	VRects	vrect_3		1/2	(1.125, 0)	4/20/2017 10:22:23 AM	191.6751
FractionChange	Denominator	vrect_3		3		4/20/2017 10:22:25 AM	194.2414
FractionChange	Denominator	vrect_3		4		4/20/2017 10:22:26 AM	195.1545
PressFraction	VRects	vrect_3		1/4	(1.125, 0)	4/20/2017 10:22:27 AM	196.0994
FractionChange	Numerator	vrect_3		0		4/20/2017 10:22:27 AM	196.2255
ReleaseFraction	VRects	vrect_3		0/4	(1.125, 0)	4/20/2017 10:22:27 AM	196.2255
PressFraction	VRects	vrect_3		0/4	(1.125, 0)	4/20/2017 10:22:28 AM	196.9785
FractionChange	Numerator	vrect_3		1		4/20/2017 10:22:28 AM	197.1054
ReleaseFraction	VRects	vrect_3		1/4	(1.125, 0)	4/20/2017 10:22:28 AM	197.1054
PressFraction	VRects	vrect_3		1/4	(1.125, 0)	4/20/2017 10:22:29 AM	198.2505
ReleaseFraction	VRects	vrect_3		1/4	(1.125, 0)	4/20/2017 10:22:29 AM	198.3695
PressFraction	VRects	vrect_3		1/4	(1.125, 0)	4/20/2017 10:22:30 AM	199.6026
ReleaseFraction	VRects	vrect_3		1/4	(1.125, 0)	4/20/2017 10:22:31 AM	199.7367
FractionChange	Numerator	vrect_3		2		4/20/2017 10:22:31 AM	200.4106
EndStateReached						4/20/2017 10:22:34 AM	203.4118
PopupAfterTaskReflection						4/20/2017 10:22:55 AM	223.7537
PopupAfterTaskReflection_Response	RadioSelected	Panel_1	一般	4/20/2017 10:22:59 AM		4/20/2017 10:22:59 AM	228.0248
