EventType	EventName	Object1Id	Object2Id	ObjectValue	ObjectPosition	DateTime	SecondsSinceSessionStart
SessionStart		13	1b44ef7dfc07bb39608042e025778fd2a7f539ee	4/20/2017 10:18:56 AM		4/20/2017 10:19:47 AM	45.81081
ClickButton	LiquidMeasures					4/20/2017 10:21:47 AM	165.6528
FractionGenerated	LiquidMeasures	liquid_1				4/20/2017 10:21:47 AM	165.6528
PressFraction	LiquidMeasures	liquid_1		0/0	(0.9375, 1)	4/20/2017 10:22:13 AM	191.4366
ReleaseFraction	LiquidMeasures	liquid_1		0/0	(0.8041668, 1)	4/20/2017 10:22:13 AM	191.5827
PressFraction	LiquidMeasures	liquid_1		0/0	(0.8041668, 1)	4/20/2017 10:22:13 AM	191.8686
ReleaseFraction	LiquidMeasures	liquid_1		0/0	(0.8041668, 1)	4/20/2017 10:22:13 AM	192.0546
PressFraction	LiquidMeasures	liquid_1		0/0	(0.8041668, 1)	4/20/2017 10:22:18 AM	196.7168
ReleaseFraction	LiquidMeasures	liquid_1		0/0	(0.8041668, 1)	4/20/2017 10:22:18 AM	196.8788
PressFraction	LiquidMeasures	liquid_1		0/0	(0.8041668, 1)	4/20/2017 10:22:22 AM	200.373
ReleaseFraction	LiquidMeasures	liquid_1		0/0	(0.8041668, 1)	4/20/2017 10:22:22 AM	200.5161
PressFraction	LiquidMeasures	liquid_1		0/0	(0.8041668, 1)	4/20/2017 10:22:22 AM	201.133
ReleaseFraction	LiquidMeasures	liquid_1		0/0	(0.8041668, 1)	4/20/2017 10:22:23 AM	201.2921
PressFraction	LiquidMeasures	liquid_1		0/0	(0.8041668, 1)	4/20/2017 10:22:23 AM	201.4381
ReleaseFraction	LiquidMeasures	liquid_1		0/0	(0.8041668, 1)	4/20/2017 10:22:23 AM	201.573
PressFraction	LiquidMeasures	liquid_1		0/0	(0.8041668, 1)	4/20/2017 10:22:23 AM	201.684
ReleaseFraction	LiquidMeasures	liquid_1		0/0	(0.8041668, 1)	4/20/2017 10:22:23 AM	201.8361
FractionChange	Numerator	liquid_1		0		4/20/2017 10:22:24 AM	202.6061
PressFraction	LiquidMeasures	liquid_1		0/0	(0.8041668, 1)	4/20/2017 10:22:26 AM	204.9491
ReleaseFraction	LiquidMeasures	liquid_1		0/0	(0.8041668, 1)	4/20/2017 10:22:26 AM	205.1092
PressFraction	LiquidMeasures	liquid_1		0/0	(0.8041668, 1)	4/20/2017 10:22:27 AM	205.2522
ReleaseFraction	LiquidMeasures	liquid_1		0/0	(0.8041668, 1)	4/20/2017 10:22:27 AM	205.3903
PressFraction	LiquidMeasures	liquid_1		0/0	(0.8041668, 1)	4/20/2017 10:22:27 AM	205.5742
ReleaseFraction	LiquidMeasures	liquid_1		0/0	(0.8041668, 1)	4/20/2017 10:22:27 AM	205.7091
PressFraction	LiquidMeasures	liquid_1		0/0	(0.8041668, 1)	4/20/2017 10:22:27 AM	205.8122
ReleaseFraction	LiquidMeasures	liquid_1		0/0	(0.8041668, 1)	4/20/2017 10:22:27 AM	205.9262
PressFraction	LiquidMeasures	liquid_1		0/0	(0.8041668, 1)	4/20/2017 10:22:27 AM	206.0041
ReleaseFraction	LiquidMeasures	liquid_1		0/0	(0.8041668, 1)	4/20/2017 10:22:27 AM	206.0861
ClickButton	Shape/HRects					4/20/2017 10:22:33 AM	211.4044
FractionGenerated	HRects	hrect_2				4/20/2017 10:22:33 AM	211.4044
PressFraction	HRects	hrect_2		0/0	(2.125, 0)	4/20/2017 10:22:37 AM	216.1263
FractionTrashed	HRects	hrect_2		0/0		4/20/2017 10:22:39 AM	217.4614
ReleaseFraction	HRects	hrect_2		0/0	(-11.96667, 8.633333)	4/20/2017 10:22:39 AM	217.4614
PressFraction	LiquidMeasures	liquid_1		0/0	(0.8041668, 1)	4/20/2017 10:22:40 AM	218.2438
ReleaseFraction	LiquidMeasures	liquid_1		0/0	(1.670833, 1)	4/20/2017 10:22:40 AM	218.4517
PressFraction	LiquidMeasures	liquid_1		0/0	(1.670833, 1)	4/20/2017 10:22:40 AM	218.7005
FractionTrashed	LiquidMeasures	liquid_1		0/0		4/20/2017 10:22:41 AM	219.9816
ReleaseFraction	LiquidMeasures	liquid_1		0/0	(-13.2, 8.8)	4/20/2017 10:22:41 AM	219.9816
ClickButton	Shape/HRects					4/20/2017 10:22:43 AM	221.8298
FractionGenerated	HRects	hrect_3				4/20/2017 10:22:43 AM	221.8298
FractionChange	Denominator	hrect_3		1		4/20/2017 10:22:47 AM	225.9808
FractionChange	Denominator	hrect_3		2		4/20/2017 10:22:49 AM	227.2758
FractionChange	Denominator	hrect_3		3		4/20/2017 10:22:49 AM	227.7399
FractionChange	Denominator	hrect_3		4		4/20/2017 10:22:49 AM	228.0998
FractionChange	Denominator	hrect_3		5		4/20/2017 10:22:51 AM	229.3019
FractionChange	Denominator	hrect_3		6		4/20/2017 10:22:51 AM	229.692
PressFraction	HRects	hrect_3		0/6	(1.125, 0)	4/20/2017 10:22:52 AM	230.4449
ReleaseFraction	HRects	hrect_3		0/6	(1.125, 0)	4/20/2017 10:22:52 AM	230.5959
FractionChange	Numerator	hrect_3		1		4/20/2017 10:22:57 AM	235.6273
FractionChange	Numerator	hrect_3		2		4/20/2017 10:22:58 AM	236.3491
FractionChange	Numerator	hrect_3		3		4/20/2017 10:22:58 AM	236.861
EndStateReached						4/20/2017 10:23:01 AM	239.8622
PopupAfterTaskReflection						4/20/2017 10:23:10 AM	248.5496
PopupAfterTaskReflection_Response	RadioSelected	Panel_1	一般	4/20/2017 10:23:14 AM		4/20/2017 10:23:14 AM	252.2287
PopupAfterTaskReflection_Response	RadioSelected	Panel_2	让我乐在其中	4/20/2017 10:23:34 AM		4/20/2017 10:23:34 AM	272.4524
PopupAfterTaskReflection_Response	ContinueSelected			4/20/2017 10:23:40 AM		4/20/2017 10:23:40 AM	278.6136
ClickButton	Shape/HRects					4/20/2017 10:28:46 AM	584.7013
FractionGenerated	HRects	hrect_4				4/20/2017 10:28:46 AM	584.7013
FractionChange	Denominator	hrect_4		1		4/20/2017 10:28:48 AM	586.9464
FractionChange	Denominator	hrect_4		2		4/20/2017 10:28:48 AM	587.1785
FractionChange	Denominator	hrect_4		3		4/20/2017 10:28:49 AM	587.3562
FractionChange	Denominator	hrect_4		4		4/20/2017 10:28:49 AM	587.5403
