EventType	EventName	Object1Id	Object2Id	ObjectValue	ObjectPosition	DateTime	SecondsSinceSessionStart
SessionStart		6	4fb6de519fe4c25695b200f1e09e40147cd96eec	4/20/2017 10:17:46 AM		4/20/2017 10:19:29 AM	98.38985
ClickButton	Shape/VRects					4/20/2017 10:21:59 AM	249.2931
FractionGenerated	VRects	vrect_1				4/20/2017 10:21:59 AM	249.2931
FractionChange	Denominator	vrect_1		1		4/20/2017 10:22:03 AM	253.0861
FractionChange	Denominator	vrect_1		2		4/20/2017 10:22:04 AM	253.7972
FractionChange	Denominator	vrect_1		3		4/20/2017 10:22:05 AM	255.1813
FractionChange	Denominator	vrect_1		4		4/20/2017 10:22:06 AM	256.0053
PressFraction	VRects	vrect_1		0/4	(1.125, 1)	4/20/2017 10:22:09 AM	258.5814
ReleaseFraction	VRects	vrect_1		0/4	(1.125, 1)	4/20/2017 10:22:09 AM	258.7174
FractionChange	Numerator	vrect_1		1		4/20/2017 10:22:10 AM	259.8296
FractionChange	Numerator	vrect_1		2		4/20/2017 10:22:10 AM	260.3576
EndStateReached						4/20/2017 10:22:13 AM	263.3595
PopupAfterTaskReflection						4/20/2017 10:22:15 AM	264.9099
PopupAfterTaskReflection_Response	RadioSelected	Panel_1	简单	4/20/2017 10:22:44 AM		4/20/2017 10:22:44 AM	294.3979
PopupAfterTaskReflection_Response	RadioSelected	Panel_1	一般	4/20/2017 10:22:46 AM		4/20/2017 10:22:46 AM	296.1158
PopupAfterTaskReflection_Response	RadioSelected	Panel_1	简单	4/20/2017 10:22:48 AM		4/20/2017 10:22:48 AM	297.5021
PopupAfterTaskReflection_Response	RadioSelected	Panel_1	困难	4/20/2017 10:22:49 AM		4/20/2017 10:22:49 AM	298.9031
PopupAfterTaskReflection_Response	RadioSelected	Panel_1	简单	4/20/2017 10:22:50 AM		4/20/2017 10:22:50 AM	300.1502
PopupAfterTaskReflection_Response	RadioSelected	Panel_2	很有趣	4/20/2017 10:22:54 AM		4/20/2017 10:22:54 AM	303.4213
PopupAfterTaskReflection_Response	ContinueSelected			4/20/2017 10:23:31 AM		4/20/2017 10:23:31 AM	341.3816
ClickButton	Shape/HRects					4/20/2017 10:26:11 AM	500.5856
FractionGenerated	HRects	hrect_2				4/20/2017 10:26:11 AM	500.5856
FractionChange	Denominator	hrect_2		1		4/20/2017 10:26:12 AM	502.2175
ClickButton	Shape/VRects					4/20/2017 10:26:15 AM	504.9287
FractionGenerated	VRects	vrect_3				4/20/2017 10:26:15 AM	504.9287
PressFraction	VRects	vrect_3		0/0	(2.125, 0)	4/20/2017 10:26:16 AM	505.9468
ReleaseFraction	VRects	vrect_3		0/0	(2.125, -2.466667)	4/20/2017 10:26:17 AM	506.4492
PressFraction	VRects	vrect_3		0/0	(2.125, -2.466667)	4/20/2017 10:26:22 AM	512.2169
FractionTrashed	VRects	vrect_3		0/0		4/20/2017 10:26:24 AM	514.248
ReleaseFraction	VRects	vrect_3		0/0	(-11.53333, 7.466667)	4/20/2017 10:26:24 AM	514.248
PressFraction	HRects	hrect_2		0/1	(1.125, 1)	4/20/2017 10:26:25 AM	515.3462
ReleaseFraction	HRects	hrect_2		0/1	(1.725, -0.03333324)	4/20/2017 10:26:30 AM	520.3764
PressFraction	HRects	hrect_2		0/1	(1.725, -0.03333324)	4/20/2017 10:26:47 AM	536.9529
ReleaseFraction	HRects	hrect_2		0/1	(1.725, -0.06666654)	4/20/2017 10:26:47 AM	537.1449
FractionChange	Denominator	hrect_2		2		4/20/2017 10:26:48 AM	538.3699
FractionChange	Denominator	hrect_2		3		4/20/2017 10:26:49 AM	538.7211
FractionChange	Denominator	hrect_2		4		4/20/2017 10:26:50 AM	539.6891
PressFraction	HRects	hrect_2		0/4	(1.725, -0.06666654)	4/20/2017 10:26:52 AM	541.4731
FractionTrashed	HRects	hrect_2		0/4		4/20/2017 10:26:55 AM	544.6322
ReleaseFraction	HRects	hrect_2		0/4	(-10.83333, 8.466667)	4/20/2017 10:26:55 AM	544.6322
ClickButton	Shape/VRects					4/20/2017 10:26:57 AM	546.5684
FractionGenerated	VRects	vrect_4				4/20/2017 10:26:57 AM	546.5684
FractionChange	Denominator	vrect_4		1		4/20/2017 10:26:58 AM	547.6553
FractionChange	Denominator	vrect_4		2		4/20/2017 10:26:58 AM	548.0885
FractionChange	Denominator	vrect_4		3		4/20/2017 10:26:59 AM	548.8234
FractionChange	Denominator	vrect_4		4		4/20/2017 10:27:00 AM	549.7526
FractionChange	Denominator	vrect_4		5		4/20/2017 10:27:02 AM	551.7126
FractionChange	Denominator	vrect_4		6		4/20/2017 10:27:03 AM	552.4095
PressFraction	VRects	vrect_4		0/6	(1.125, -1)	4/20/2017 10:27:12 AM	561.6729
ReleaseFraction	VRects	vrect_4		0/6	(1.125, -1)	4/20/2017 10:27:12 AM	561.8079
FractionChange	Numerator	vrect_4		1		4/20/2017 10:27:13 AM	562.863
ClickButton	Tool/FindEquivalence					4/20/2017 10:27:16 AM	566.2151
EquivalenceGenerated	VRect	vrect_4_eq1				4/20/2017 10:27:16 AM	566.2151
FractionChange	Numerator	vrect_4_eq1		1		4/20/2017 10:27:16 AM	566.2151
FractionChange	Denominator	vrect_4_eq1		6		4/20/2017 10:27:16 AM	566.2151
PressFraction	VRects	vrect_4_eq1		1/6	(1.125, 3.310915)	4/20/2017 10:27:19 AM	568.5052
FractionChange	Partitions	vrect_4_eq1		2		4/20/2017 10:27:21 AM	570.6713
FractionChange	Partitions	vrect_4_eq1		3		4/20/2017 10:27:22 AM	571.4653
PressFraction	VRects	vrect_4_eq1		3/18	(1.125, 3.310915)	4/20/2017 10:27:41 AM	590.8231
EquivalenceTrashed	VRects	vrect_4_eq1		3/18		4/20/2017 10:27:42 AM	592.3271
ReleaseFraction	VRects	vrect_4_eq1		3/18	(-11.96667, 8.266666)	4/20/2017 10:27:42 AM	592.3271
PressFraction	VRects	vrect_4		1/6	(1.125, -1)	4/20/2017 10:27:44 AM	594.1293
ReleaseFraction	VRects	vrect_4		1/6	(1.125, -1)	4/20/2017 10:27:44 AM	594.3271
FractionChange	Denominator	vrect_4		7		4/20/2017 10:27:45 AM	595.0722
FractionChange	Denominator	vrect_4		8		4/20/2017 10:27:45 AM	595.2712
FractionChange	Denominator	vrect_4		9		4/20/2017 10:27:46 AM	595.5122
FractionChange	Denominator	vrect_4		10		4/20/2017 10:27:46 AM	595.7362
FractionChange	Denominator	vrect_4		11		4/20/2017 10:27:46 AM	595.9683
FractionChange	Denominator	vrect_4		12		4/20/2017 10:27:46 AM	596.2225
FractionChange	Denominator	vrect_4		13		4/20/2017 10:27:47 AM	596.5032
FractionChange	Denominator	vrect_4		14		4/20/2017 10:27:47 AM	596.8303
FractionChange	Denominator	vrect_4		15		4/20/2017 10:27:47 AM	597.0783
FractionChange	Denominator	vrect_4		16		4/20/2017 10:27:48 AM	597.7034
FractionChange	Denominator	vrect_4		17		4/20/2017 10:27:50 AM	599.5363
FractionChange	Denominator	vrect_4		18		4/20/2017 10:27:50 AM	599.9117
PressFraction	VRects	vrect_4		1/18	(1.125, -1)	4/20/2017 10:27:51 AM	601.3265
ReleaseFraction	VRects	vrect_4		1/18	(1.125, -1)	4/20/2017 10:27:52 AM	601.4724
FractionChange	Numerator	vrect_4		2		4/20/2017 10:27:52 AM	602.2144
FractionChange	Numerator	vrect_4		3		4/20/2017 10:27:53 AM	602.4324
EndStateReached						4/20/2017 10:27:56 AM	605.4335
PopupAfterTaskReflection						4/20/2017 10:28:03 AM	612.9598
PopupAfterTaskReflection_Response	RadioSelected	Panel_1	一般	4/20/2017 10:28:10 AM		4/20/2017 10:28:10 AM	619.4473
PopupAfterTaskReflection_Response	RadioSelected	Panel_2	很有趣	4/20/2017 10:28:16 AM		4/20/2017 10:28:16 AM	626.1604
PopupAfterTaskReflection_Response	ContinueSelected			4/20/2017 10:28:22 AM		4/20/2017 10:28:22 AM	631.5276
ClickButton	LiquidMeasures					4/20/2017 10:29:18 AM	688.2688
FractionGenerated	LiquidMeasures	liquid_6				4/20/2017 10:29:18 AM	688.2688
PressFraction	LiquidMeasures	liquid_6		0/0	(0.9375, 1)	4/20/2017 10:29:21 AM	690.5898
FractionTrashed	LiquidMeasures	liquid_6		0/0		4/20/2017 10:29:22 AM	691.6868
ReleaseFraction	LiquidMeasures	liquid_6		0/0	(-11.9, 7.9)	4/20/2017 10:29:22 AM	691.6868
ClickButton	NumberedLines					4/20/2017 10:29:26 AM	696.382
FractionGenerated	NumberedLines	line_7				4/20/2017 10:29:26 AM	696.382
FractionChange	Denominator	line_7		1		4/20/2017 10:29:28 AM	698.141
FractionChange	Denominator	line_7		2		4/20/2017 10:29:29 AM	698.7421
FractionChange	Denominator	line_7		3		4/20/2017 10:29:29 AM	699.0543
FractionChange	Denominator	line_7		4		4/20/2017 10:29:30 AM	699.4932
FractionChange	Denominator	line_7		5		4/20/2017 10:29:30 AM	699.7582
FractionChange	Denominator	line_7		6		4/20/2017 10:29:30 AM	699.9811
FractionChange	Denominator	line_7		7		4/20/2017 10:29:30 AM	700.2213
FractionChange	Denominator	line_7		8		4/20/2017 10:29:31 AM	700.4453
FractionChange	Denominator	line_7		9		4/20/2017 10:29:31 AM	700.6874
FractionChange	Denominator	line_7		8		4/20/2017 10:29:32 AM	702.1003
