EventType	EventName	Object1Id	Object2Id	ObjectValue	ObjectPosition	DateTime	SecondsSinceSessionStart
SessionStart		2	351e6768d0b8724f55924d90afb1ea5a50b4cd99	4/18/2017 1:56:27 PM		4/18/2017 1:57:27 PM	58.25908
ClickButton	Shape/VRects					4/18/2017 1:59:33 PM	183.883
FractionGenerated	VRects	vrect_1				4/18/2017 1:59:33 PM	183.883
FractionChange	Denominator	vrect_1		1		4/18/2017 1:59:36 PM	186.739
FractionChange	Denominator	vrect_1		2		4/18/2017 1:59:36 PM	187.0589
FractionChange	Denominator	vrect_1		3		4/18/2017 1:59:36 PM	187.4
FractionChange	Denominator	vrect_1		4		4/18/2017 1:59:37 PM	187.769
FractionChange	Denominator	vrect_1		5		4/18/2017 1:59:37 PM	188.1411
FractionChange	Denominator	vrect_1		6		4/18/2017 1:59:38 PM	188.7371
FractionChange	Denominator	vrect_1		7		4/18/2017 1:59:38 PM	189.1731
FractionChange	Denominator	vrect_1		8		4/18/2017 1:59:39 PM	190.1431
PressFraction	VRects	vrect_1		0/8	(2.125, 0)	4/18/2017 1:59:40 PM	191.0591
ReleaseFraction	VRects	vrect_1		0/8	(2.125, 0)	4/18/2017 1:59:40 PM	191.1681
FractionChange	Numerator	vrect_1		1		4/18/2017 1:59:42 PM	193.4582
FractionChange	Numerator	vrect_1		2		4/18/2017 1:59:43 PM	193.7802
FractionChange	Numerator	vrect_1		3		4/18/2017 1:59:43 PM	194.1582
FractionChange	Numerator	vrect_1		4		4/18/2017 1:59:44 PM	194.6757
EndStateReached						4/18/2017 1:59:47 PM	197.6763
PopupAfterTaskReflection						4/18/2017 1:59:54 PM	204.5917
PopupAfterTaskReflection_Response	RadioSelected	Panel_1	简单	4/18/2017 1:59:58 PM		4/18/2017 1:59:58 PM	209.3839
PopupAfterTaskReflection_Response	RadioSelected	Panel_2	很有趣	4/18/2017 2:00:06 PM		4/18/2017 2:00:06 PM	216.6192
