EventType	EventName	Object1Id	Object2Id	ObjectValue	ObjectPosition	DateTime	SecondsSinceSessionStart
SessionStart		28	49dd5c4fa626a5a283c0c50102535d6447c3fa6c	4/20/2017 1:48:42 PM		4/20/2017 1:50:24 PM	98.74765
ClickButton	Shape/VRects					4/20/2017 1:50:30 PM	105.3736
FractionGenerated	VRects	vrect_1				4/20/2017 1:50:30 PM	105.3736
PressFraction	VRects	vrect_1		0/0	(1.125, 1)	4/20/2017 1:50:32 PM	107.3257
ReleaseFraction	VRects	vrect_1		0/0	(1.125, 1)	4/20/2017 1:50:32 PM	107.4626
FractionChange	Denominator	vrect_1		1		4/20/2017 1:50:33 PM	107.9496
FractionChange	Denominator	vrect_1		2		4/20/2017 1:50:33 PM	108.4067
PressFraction	VRects	vrect_1		0/2	(1.125, 1)	4/20/2017 1:50:34 PM	108.9667
ReleaseFraction	VRects	vrect_1		0/2	(1.125, 1)	4/20/2017 1:50:34 PM	109.0858
FractionChange	Numerator	vrect_1		1		4/20/2017 1:50:35 PM	109.8077
PressFraction	VRects	vrect_1		1/2	(1.125, 1)	4/20/2017 1:50:36 PM	110.8308
ReleaseFraction	VRects	vrect_1		1/2	(3.891667, -2.066667)	4/20/2017 1:50:38 PM	113.5509
PressFraction	VRects	vrect_1		1/2	(3.891667, -2.066667)	4/20/2017 1:50:47 PM	122.2931
ReleaseFraction	VRects	vrect_1		1/2	(-13.04167, -6.533334)	4/20/2017 1:50:48 PM	123.2863
PressFraction	VRects	vrect_1		1/2	(-13.04167, -6.533334)	4/20/2017 1:50:50 PM	124.7652
ReleaseFraction	VRects	vrect_1		1/2	(-1.441667, -2.300001)	4/20/2017 1:50:50 PM	125.6372
PressFraction	VRects	vrect_1		1/2	(-1.441667, -2.300001)	4/20/2017 1:50:51 PM	126.1192
FractionChange	Numerator	vrect_1		0		4/20/2017 1:50:51 PM	126.2213
ReleaseFraction	VRects	vrect_1		0/2	(-1.441667, -2.300001)	4/20/2017 1:50:51 PM	126.2213
PressFraction	VRects	vrect_1		0/2	(-1.441667, -2.300001)	4/20/2017 1:50:58 PM	133.0944
ReleaseFraction	VRects	vrect_1		0/2	(-1.441667, -2.300001)	4/20/2017 1:50:58 PM	133.2474
FractionChange	Numerator	vrect_1		1		4/20/2017 1:50:59 PM	134.3092
PressFraction	VRects	vrect_1		1/2	(-1.441667, -2.300001)	4/20/2017 1:51:04 PM	139.0776
FractionTrashed	VRects	vrect_1		1/2		4/20/2017 1:51:05 PM	139.7656
ReleaseFraction	VRects	vrect_1		1/2	(-11.03333, 8.6)	4/20/2017 1:51:05 PM	139.7656
Feedback	FeedbackPresented			创造一个等值分数需要做些什么？		4/20/2017 1:51:06 PM	141.4787
ClickButton	OpenTaskDescription					4/20/2017 1:51:09 PM	144.1248
ClickButton	Lab					4/20/2017 1:51:34 PM	169.1157
ClickButton	3OperandTab					4/20/2017 1:51:39 PM	173.8036
ClickButton	Shape/VRects					4/20/2017 1:51:46 PM	181.0779
FractionGenerated	VRects	vrect_2				4/20/2017 1:51:46 PM	181.0779
PressFraction	VRects	vrect_2		0/0	(1.125, -1)	4/20/2017 1:51:52 PM	187.533
FractionTrashed	VRects	vrect_2		0/0		4/20/2017 1:51:53 PM	188.6452
ReleaseFraction	VRects	vrect_2		0/0	(-9.900001, 8.233334)	4/20/2017 1:51:53 PM	188.6452
ClickButton	Set/Stars					4/20/2017 1:51:55 PM	190.5801
FractionGenerated	StarSets	starset_3				4/20/2017 1:51:55 PM	190.5801
PressFraction	StarSets	starset_3		0/0	(0.28125, 1)	4/20/2017 1:51:57 PM	192.1961
ReleaseFraction	StarSets	starset_3		0/0	(0.28125, 1)	4/20/2017 1:51:57 PM	192.3401
PressFraction	StarSets	starset_3		0/0	(0.28125, 1)	4/20/2017 1:51:57 PM	192.6191
ReleaseFraction	StarSets	starset_3		0/0	(0.28125, 1)	4/20/2017 1:51:58 PM	192.7638
FractionChange	Denominator	starset_3		1		4/20/2017 1:51:59 PM	194.6282
FractionChange	Denominator	starset_3		2		4/20/2017 1:52:00 PM	195.1572
FractionChange	Denominator	starset_3		3		4/20/2017 1:52:00 PM	195.3155
FractionChange	Denominator	starset_3		4		4/20/2017 1:52:01 PM	196.2204
