EventType	EventName	Object1Id	Object2Id	ObjectValue	ObjectPosition	DateTime	SecondsSinceSessionStart
SessionStart		24	7e90c6d8cc5f969a95d80cacafbeaa17b45dd758	4/20/2017 1:50:03 PM		4/20/2017 1:50:43 PM	35.80419
ClickButton	Set/Hearts					4/20/2017 1:53:18 PM	191.0128
FractionGenerated	HeartSets	heartset_1				4/20/2017 1:53:18 PM	191.0128
FractionChange	Denominator	heartset_1		1		4/20/2017 1:53:27 PM	199.7632
FractionChange	Denominator	heartset_1		2		4/20/2017 1:53:29 PM	201.6452
FractionChange	Denominator	heartset_1		3		4/20/2017 1:53:29 PM	202.2771
FractionChange	Denominator	heartset_1		4		4/20/2017 1:53:30 PM	202.5163
FractionChange	Denominator	heartset_1		5		4/20/2017 1:53:30 PM	202.8833
FractionChange	Denominator	heartset_1		6		4/20/2017 1:53:31 PM	204.1632
FractionChange	Denominator	heartset_1		7		4/20/2017 1:53:32 PM	204.7563
FractionChange	Denominator	heartset_1		8		4/20/2017 1:53:33 PM	205.7473
PressFraction	HeartSets	heartset_1		0/8	(0.28125, 0)	4/20/2017 1:53:52 PM	224.8597
ReleaseFraction	HeartSets	heartset_1		0/8	(0.28125, 0)	4/20/2017 1:53:52 PM	225.0109
FractionChange	Numerator	heartset_1		1		4/20/2017 1:53:57 PM	229.5239
FractionChange	Numerator	heartset_1		2		4/20/2017 1:53:57 PM	229.8531
FractionChange	Numerator	heartset_1		3		4/20/2017 1:53:57 PM	230.2991
FractionChange	Numerator	heartset_1		4		4/20/2017 1:53:58 PM	230.8361
EndStateReached						4/20/2017 1:54:01 PM	233.8371
PopupAfterTaskReflection						4/20/2017 1:54:26 PM	258.9718
PopupAfterTaskReflection_Response	RadioSelected	Panel_1	简单	4/20/2017 1:54:56 PM		4/20/2017 1:54:56 PM	288.553
PopupAfterTaskReflection_Response	RadioSelected	Panel_2	让我乐在其中	4/20/2017 1:55:11 PM		4/20/2017 1:55:11 PM	303.9473
PopupAfterTaskReflection_Response	ContinueSelected			4/20/2017 1:55:35 PM		4/20/2017 1:55:35 PM	327.9149
ClickButton	Set/Stars					4/20/2017 1:57:16 PM	428.7587
FractionGenerated	StarSets	starset_2				4/20/2017 1:57:16 PM	428.7587
PressFraction	StarSets	starset_2		0/0	(1.28125, 0)	4/20/2017 1:57:30 PM	442.6537
FractionTrashed	StarSets	starset_2		0/0		4/20/2017 1:57:31 PM	443.9341
ReleaseFraction	StarSets	starset_2		0/0	(-12, 8.133333)	4/20/2017 1:57:31 PM	443.9341
ClickButton	OpenTaskDescription					4/20/2017 1:57:39 PM	451.6534
ClickButton	Set/Stars					4/20/2017 1:58:33 PM	505.7871
FractionGenerated	StarSets	starset_3				4/20/2017 1:58:33 PM	505.7871
FractionChange	Denominator	starset_3		1		4/20/2017 1:58:39 PM	512.411
FractionChange	Denominator	starset_3		2		4/20/2017 1:58:40 PM	512.8133
FractionChange	Denominator	starset_3		3		4/20/2017 1:58:40 PM	513.2753
FractionChange	Denominator	starset_3		4		4/20/2017 1:58:41 PM	513.7244
FractionChange	Denominator	starset_3		5		4/20/2017 1:58:41 PM	514.1713
FractionChange	Denominator	starset_3		6		4/20/2017 1:58:42 PM	514.8284
PressFraction	StarSets	starset_3		0/6	(1.28125, 0)	4/20/2017 1:58:44 PM	517.0043
ReleaseFraction	StarSets	starset_3		0/6	(1.28125, 0)	4/20/2017 1:58:44 PM	517.1305
FractionChange	Numerator	starset_3		1		4/20/2017 1:58:46 PM	518.7704
PressFraction	StarSets	starset_3		1/6	(1.28125, 0)	4/20/2017 1:58:51 PM	524.2115
FractionChange	Numerator	starset_3		2		4/20/2017 1:58:51 PM	524.4105
ReleaseFraction	StarSets	starset_3		2/6	(1.28125, 0)	4/20/2017 1:58:51 PM	524.4105
PressFraction	StarSets	starset_3		2/6	(1.28125, 0)	4/20/2017 1:58:54 PM	527.0116
FractionChange	Numerator	starset_3		1		4/20/2017 1:58:54 PM	527.1786
ReleaseFraction	StarSets	starset_3		1/6	(1.28125, 0)	4/20/2017 1:58:54 PM	527.1786
PressFraction	StarSets	starset_3		1/6	(1.28125, 0)	4/20/2017 1:58:56 PM	528.8356
FractionChange	Numerator	starset_3		0		4/20/2017 1:58:56 PM	528.9886
ReleaseFraction	StarSets	starset_3		0/6	(1.28125, 0)	4/20/2017 1:58:56 PM	528.9886
PressFraction	StarSets	starset_3		0/6	(1.28125, 0)	4/20/2017 1:58:57 PM	529.9966
FractionChange	Numerator	starset_3		1		4/20/2017 1:58:57 PM	530.1708
ReleaseFraction	StarSets	starset_3		1/6	(1.28125, 0)	4/20/2017 1:58:57 PM	530.1708
