EventType	EventName	Object1Id	Object2Id	ObjectValue	ObjectPosition	DateTime	SecondsSinceSessionStart
SessionStart		22	8b6fa0a59ed6c6d6faf3de661504bd095dca2178	4/20/2017 1:49:42 PM		4/20/2017 1:50:24 PM	36.6131
ClickButton	Set/Hearts					4/20/2017 1:52:52 PM	185.3672
FractionGenerated	HeartSets	heartset_1				4/20/2017 1:52:52 PM	185.3672
FractionChange	Denominator	heartset_1		1		4/20/2017 1:53:08 PM	201.2457
FractionChange	Denominator	heartset_1		2		4/20/2017 1:53:12 PM	205.7981
FractionChange	Denominator	heartset_1		3		4/20/2017 1:53:13 PM	206.1811
FractionChange	Denominator	heartset_1		4		4/20/2017 1:53:13 PM	206.5262
FractionChange	Denominator	heartset_1		5		4/20/2017 1:53:13 PM	206.9031
FractionChange	Denominator	heartset_1		6		4/20/2017 1:53:14 PM	207.2851
FractionChange	Denominator	heartset_1		7		4/20/2017 1:53:14 PM	207.6312
FractionChange	Denominator	heartset_1		8		4/20/2017 1:53:15 PM	208.0222
PressFraction	HeartSets	heartset_1		0/8	(-0.71875, 0)	4/20/2017 1:53:33 PM	226.3028
ReleaseFraction	HeartSets	heartset_1		0/8	(-0.71875, 0)	4/20/2017 1:53:33 PM	226.3979
FractionChange	Numerator	heartset_1		1		4/20/2017 1:53:37 PM	230.1901
FractionChange	Numerator	heartset_1		2		4/20/2017 1:53:38 PM	230.9982
FractionChange	Numerator	heartset_1		3		4/20/2017 1:53:39 PM	232.0702
FractionChange	Numerator	heartset_1		4		4/20/2017 1:53:40 PM	233.1993
EndStateReached						4/20/2017 1:53:43 PM	236.2011
PopupAfterTaskReflection						4/20/2017 1:54:06 PM	259.1023
PopupAfterTaskReflection_Response	RadioSelected	Panel_1	简单	4/20/2017 1:54:32 PM		4/20/2017 1:54:32 PM	285.5176
PopupAfterTaskReflection_Response	RadioSelected	Panel_2	很无聊	4/20/2017 1:54:51 PM		4/20/2017 1:54:51 PM	304.8533
PopupAfterTaskReflection_Response	RadioSelected	Panel_2	让我乐在其中	4/20/2017 1:55:04 PM		4/20/2017 1:55:04 PM	317.7568
PopupAfterTaskReflection_Response	ContinueSelected			4/20/2017 1:55:17 PM		4/20/2017 1:55:17 PM	330.3823
ClickButton	NumberedLines					4/20/2017 1:56:50 PM	423.0259
FractionGenerated	NumberedLines	line_2				4/20/2017 1:56:50 PM	423.0259
