EventType	EventName	Object1Id	Object2Id	ObjectValue	ObjectPosition	DateTime	SecondsSinceSessionStart
SessionStart		1	debd63bd99dec14f1e180fc91431b8264a731277	4/20/2017 1:49:29 PM		4/20/2017 1:50:10 PM	36.02377
ClickButton	NumberedLines					4/20/2017 1:52:38 PM	184.7284
FractionGenerated	NumberedLines	line_1				4/20/2017 1:52:38 PM	184.7284
PressFraction	NumberedLines	line_1		0/0	(2.3125, 0)	4/20/2017 1:52:41 PM	188.2455
FractionTrashed	NumberedLines	line_1		0/0		4/20/2017 1:52:44 PM	190.5364
ReleaseFraction	NumberedLines	line_1		0/0	(-11.36667, 8)	4/20/2017 1:52:44 PM	190.5364
ClickButton	Set/Stars					4/20/2017 1:52:53 PM	199.3026
FractionGenerated	StarSets	starset_2				4/20/2017 1:52:53 PM	199.3026
PressFraction	StarSets	starset_2		0/0	(0.28125, 0)	4/20/2017 1:52:55 PM	201.4628
ReleaseFraction	StarSets	starset_2		0/0	(2.68125, -1.366667)	4/20/2017 1:52:56 PM	202.3339
PressFraction	StarSets	starset_2		0/0	(2.68125, -1.366667)	4/20/2017 1:52:56 PM	202.6479
ReleaseFraction	StarSets	starset_2		0/0	(2.78125, -1.366667)	4/20/2017 1:52:56 PM	202.8559
PressFraction	StarSets	starset_2		0/0	(2.78125, -1.366667)	4/20/2017 1:52:56 PM	203.1339
ReleaseFraction	StarSets	starset_2		0/0	(2.78125, -1.366667)	4/20/2017 1:52:56 PM	203.2629
PressFraction	StarSets	starset_2		0/0	(2.78125, -1.366667)	4/20/2017 1:52:57 PM	203.7199
ReleaseFraction	StarSets	starset_2		0/0	(2.78125, -1.366667)	4/20/2017 1:52:57 PM	203.8637
PressFraction	StarSets	starset_2		0/0	(2.78125, -1.366667)	4/20/2017 1:52:57 PM	204.159
ReleaseFraction	StarSets	starset_2		0/0	(2.814584, -1.366667)	4/20/2017 1:52:58 PM	204.3029
PressFraction	StarSets	starset_2		0/0	(2.814584, -1.366667)	4/20/2017 1:52:58 PM	204.615
ReleaseFraction	StarSets	starset_2		0/0	(2.814584, -1.366667)	4/20/2017 1:52:58 PM	204.7893
FractionChange	Denominator	starset_2		1		4/20/2017 1:52:59 PM	205.558
FractionChange	Denominator	starset_2		2		4/20/2017 1:53:00 PM	206.7983
FractionChange	Denominator	starset_2		3		4/20/2017 1:53:00 PM	207.0224
FractionChange	Denominator	starset_2		4		4/20/2017 1:53:00 PM	207.2302
FractionChange	Denominator	starset_2		5		4/20/2017 1:53:01 PM	207.4622
FractionChange	Denominator	starset_2		6		4/20/2017 1:53:02 PM	208.7094
FractionChange	Denominator	starset_2		7		4/20/2017 1:53:02 PM	208.9575
FractionChange	Denominator	starset_2		8		4/20/2017 1:53:03 PM	209.7504
PressFraction	StarSets	starset_2		0/8	(2.814584, -1.366667)	4/20/2017 1:53:04 PM	210.5984
ReleaseFraction	StarSets	starset_2		0/8	(2.814584, -1.366667)	4/20/2017 1:53:04 PM	210.7413
FractionChange	Numerator	starset_2		0		4/20/2017 1:53:08 PM	214.4146
FractionChange	Numerator	starset_2		1		4/20/2017 1:53:09 PM	215.3576
FractionChange	Numerator	starset_2		0		4/20/2017 1:53:09 PM	216.1115
FractionChange	Numerator	starset_2		1		4/20/2017 1:53:23 PM	229.6231
FractionChange	Numerator	starset_2		2		4/20/2017 1:53:23 PM	229.8793
FractionChange	Numerator	starset_2		3		4/20/2017 1:53:23 PM	230.2132
FractionChange	Numerator	starset_2		4		4/20/2017 1:53:24 PM	230.7593
EndStateReached						4/20/2017 1:53:27 PM	233.7621
PopupAfterTaskReflection						4/20/2017 1:53:54 PM	260.5343
PopupAfterTaskReflection_Response	RadioSelected	Panel_1	简单	4/20/2017 1:54:38 PM		4/20/2017 1:54:38 PM	304.6866
PopupAfterTaskReflection_Response	RadioSelected	Panel_2	让我乐在其中	4/20/2017 1:54:44 PM		4/20/2017 1:54:44 PM	311.0122
PopupAfterTaskReflection_Response	RadioSelected	Panel_2	很有趣	4/20/2017 1:54:51 PM		4/20/2017 1:54:51 PM	317.8691
PopupAfterTaskReflection_Response	ContinueSelected			4/20/2017 1:54:58 PM		4/20/2017 1:54:58 PM	325.1812
ClickButton	LiquidMeasures					4/20/2017 1:56:38 PM	424.7243
FractionGenerated	LiquidMeasures	liquid_3				4/20/2017 1:56:38 PM	424.7243
FractionChange	Denominator	liquid_3		1		4/20/2017 1:56:42 PM	428.8024
FractionChange	Denominator	liquid_3		2		4/20/2017 1:56:42 PM	429.1004
FractionChange	Denominator	liquid_3		3		4/20/2017 1:56:43 PM	429.4433
FractionChange	Denominator	liquid_3		4		4/20/2017 1:56:43 PM	430.2193
FractionChange	Denominator	liquid_3		5		4/20/2017 1:56:44 PM	430.4363
FractionChange	Denominator	liquid_3		6		4/20/2017 1:56:44 PM	430.6264
FractionChange	Denominator	liquid_3		7		4/20/2017 1:56:44 PM	430.8113
FractionChange	Denominator	liquid_3		8		4/20/2017 1:56:44 PM	431.0034
