EventType	EventName	Object1Id	Object2Id	ObjectValue	ObjectPosition	DateTime	SecondsSinceSessionStart
SessionStart		21	a40b58e62bc08081efa1fcc333b66ae4a7da30b9	4/20/2017 1:48:05 PM		4/20/2017 1:49:54 PM	104.9995
ClickButton	Set/Moons					4/20/2017 1:52:25 PM	255.7083
FractionGenerated	MoonSets	moonset_1				4/20/2017 1:52:25 PM	255.7083
PressFraction	MoonSets	moonset_1		0/0	(-0.71875, 0)	4/20/2017 1:52:33 PM	264.4684
FractionTrashed	MoonSets	moonset_1		0/0		4/20/2017 1:52:35 PM	265.8284
ReleaseFraction	MoonSets	moonset_1		0/0	(-12.1, 7.966667)	4/20/2017 1:52:35 PM	265.8284
ClickButton	Set/Moons					4/20/2017 1:52:40 PM	271.2375
FractionGenerated	MoonSets	moonset_2				4/20/2017 1:52:40 PM	271.2375
PressFraction	MoonSets	moonset_2		0/0	(1.28125, 0)	4/20/2017 1:52:47 PM	278.0447
ReleaseFraction	MoonSets	moonset_2		0/0	(1.28125, 0)	4/20/2017 1:52:47 PM	278.1832
FractionChange	Denominator	moonset_2		1		4/20/2017 1:52:47 PM	278.1832
PressFraction	MoonSets	moonset_2		0/1	(1.28125, 0)	4/20/2017 1:52:47 PM	278.6511
ReleaseFraction	MoonSets	moonset_2		0/1	(1.28125, 0)	4/20/2017 1:52:48 PM	278.7649
FractionChange	Denominator	moonset_2		2		4/20/2017 1:52:48 PM	278.7649
PressFraction	MoonSets	moonset_2		0/2	(1.28125, 0)	4/20/2017 1:52:48 PM	279.0759
ReleaseFraction	MoonSets	moonset_2		0/2	(1.314583, 0.1)	4/20/2017 1:52:48 PM	279.195
FractionChange	Denominator	moonset_2		3		4/20/2017 1:52:48 PM	279.195
PressFraction	MoonSets	moonset_2		0/3	(1.314583, 0.1)	4/20/2017 1:52:48 PM	279.6111
ReleaseFraction	MoonSets	moonset_2		0/3	(1.314583, 0.1)	4/20/2017 1:52:49 PM	279.7
FractionChange	Denominator	moonset_2		4		4/20/2017 1:52:49 PM	279.7
PressFraction	MoonSets	moonset_2		0/4	(1.314583, 0.1)	4/20/2017 1:52:49 PM	280.0831
ReleaseFraction	MoonSets	moonset_2		0/4	(1.38125, 0.1333333)	4/20/2017 1:52:49 PM	280.188
FractionChange	Denominator	moonset_2		5		4/20/2017 1:52:49 PM	280.188
PressFraction	MoonSets	moonset_2		0/5	(1.38125, 0.1333333)	4/20/2017 1:52:49 PM	280.5389
ReleaseFraction	MoonSets	moonset_2		0/5	(1.447917, 0.2)	4/20/2017 1:52:49 PM	280.6371
FractionChange	Denominator	moonset_2		6		4/20/2017 1:52:49 PM	280.6371
PressFraction	MoonSets	moonset_2		0/6	(1.447917, 0.2)	4/20/2017 1:52:50 PM	281.0361
ReleaseFraction	MoonSets	moonset_2		0/6	(1.447917, 0.2)	4/20/2017 1:52:50 PM	281.1229
FractionChange	Denominator	moonset_2		7		4/20/2017 1:52:50 PM	281.1229
PressFraction	MoonSets	moonset_2		0/7	(1.447917, 0.2)	4/20/2017 1:52:50 PM	281.4521
ReleaseFraction	MoonSets	moonset_2		0/7	(1.447917, 0.2)	4/20/2017 1:52:50 PM	281.5481
FractionChange	Denominator	moonset_2		8		4/20/2017 1:52:50 PM	281.5481
PressFraction	MoonSets	moonset_2		0/8	(1.447917, 0.2)	4/20/2017 1:53:05 PM	295.9306
ReleaseFraction	MoonSets	moonset_2		0/8	(1.447917, 0.2)	4/20/2017 1:53:05 PM	296.0426
PressFraction	MoonSets	moonset_2		0/8	(1.447917, 0.2)	4/20/2017 1:53:07 PM	298.3396
ReleaseFraction	MoonSets	moonset_2		0/8	(1.447917, 0.1999999)	4/20/2017 1:53:07 PM	298.4986
FractionChange	Numerator	moonset_2		1		4/20/2017 1:53:07 PM	298.4986
PressFraction	MoonSets	moonset_2		1/8	(1.447917, 0.1999999)	4/20/2017 1:53:08 PM	299.0117
ReleaseFraction	MoonSets	moonset_2		1/8	(1.447917, 0.1999999)	4/20/2017 1:53:08 PM	299.1487
FractionChange	Numerator	moonset_2		2		4/20/2017 1:53:08 PM	299.1487
PressFraction	MoonSets	moonset_2		2/8	(1.447917, 0.1999999)	4/20/2017 1:53:09 PM	299.8596
ReleaseFraction	MoonSets	moonset_2		2/8	(1.447917, 0.1999999)	4/20/2017 1:53:09 PM	299.9945
FractionChange	Numerator	moonset_2		3		4/20/2017 1:53:09 PM	299.9945
