EventType	EventName	Object1Id	Object2Id	ObjectValue	ObjectPosition	DateTime	SecondsSinceSessionStart
SessionStart		2	351e6768d0b8724f55924d90afb1ea5a50b4cd99	4/18/2017 9:39:59 AM		4/18/2017 9:40:06 AM	4.4399
ClickButton	NumberedLines					4/18/2017 10:31:06 AM	3065.093
FractionGenerated	NumberedLines	line_1				4/18/2017 10:31:06 AM	3065.093
FractionChange	Denominator	line_1		1		4/18/2017 10:31:30 AM	3089.046
FractionChange	Denominator	line_1		2		4/18/2017 10:31:31 AM	3089.85
FractionChange	Denominator	line_1		3		4/18/2017 10:31:31 AM	3090.549
FractionChange	Denominator	line_1		4		4/18/2017 10:31:32 AM	3091.401
FractionChange	Denominator	line_1		3		4/18/2017 10:31:44 AM	3103.368
FractionChange	Denominator	line_1		2		4/18/2017 10:31:52 AM	3110.802
FractionChange	Denominator	line_1		1		4/18/2017 10:31:52 AM	3111.395
FractionChange	Denominator	line_1		1		4/18/2017 10:31:53 AM	3111.936
FractionChange	Denominator	line_1		1		4/18/2017 10:31:53 AM	3112.59
FractionChange	Denominator	line_1		1		4/18/2017 10:31:56 AM	3115.323
FractionChange	Denominator	line_1		1		4/18/2017 10:31:57 AM	3116.09
FractionChange	Denominator	line_1		1		4/18/2017 10:31:57 AM	3116.498
FractionChange	Denominator	line_1		2		4/18/2017 10:32:01 AM	3119.848
PressFraction	NumberedLines	line_1		0/2	(1.3125, -1)	4/18/2017 10:32:12 AM	3131.511
ReleaseFraction	NumberedLines	line_1		0/2	(1.3125, -1)	4/18/2017 10:32:13 AM	3131.686
FractionChange	Numerator	line_1		1		4/18/2017 10:32:25 AM	3143.852
FractionChange	Numerator	line_1		2		4/18/2017 10:32:26 AM	3145.243
FractionChange	Numerator	line_1		3		4/18/2017 10:32:29 AM	3147.943
FractionChange	Numerator	line_1		2		4/18/2017 10:32:30 AM	3149.373
FractionChange	Numerator	line_1		1		4/18/2017 10:32:31 AM	3150.092
FractionChange	Numerator	line_1		0		4/18/2017 10:32:32 AM	3150.774
FractionChange	Numerator	line_1		0		4/18/2017 10:32:38 AM	3156.699
FractionChange	Numerator	line_1		1		4/18/2017 10:32:42 AM	3160.916
PressFraction	NumberedLines	line_1		1/2	(1.3125, -1)	4/18/2017 10:32:58 AM	3177.337
ReleaseFraction	NumberedLines	line_1		1/2	(-9.954167, 7.966667)	4/18/2017 10:33:03 AM	3181.744
PressFraction	NumberedLines	line_1		1/2	(-9.954167, 7.966667)	4/18/2017 10:33:04 AM	3183.354
FractionChange	Numerator	line_1		0		4/18/2017 10:33:04 AM	3183.48
FractionTrashed	NumberedLines	line_1		0/2		4/18/2017 10:33:04 AM	3183.48
ReleaseFraction	NumberedLines	line_1		0/2	(-9.954167, 7.966667)	4/18/2017 10:33:04 AM	3183.48
ClickButton	Shape/VRects					4/18/2017 10:33:32 AM	3211.188
FractionGenerated	VRects	vrect_2				4/18/2017 10:33:32 AM	3211.188
FractionChange	Denominator	vrect_2		1		4/18/2017 10:33:49 AM	3228.028
FractionChange	Denominator	vrect_2		2		4/18/2017 10:33:50 AM	3229.425
FractionChange	Denominator	vrect_2		3		4/18/2017 10:33:51 AM	3230.254
FractionChange	Denominator	vrect_2		4		4/18/2017 10:33:52 AM	3230.9
FractionChange	Denominator	vrect_2		5		4/18/2017 10:33:52 AM	3231.452
FractionChange	Denominator	vrect_2		6		4/18/2017 10:33:53 AM	3232.147
FractionChange	Denominator	vrect_2		7		4/18/2017 10:33:54 AM	3232.662
FractionChange	Denominator	vrect_2		8		4/18/2017 10:33:54 AM	3232.963
FractionChange	Denominator	vrect_2		9		4/18/2017 10:33:54 AM	3233.383
FractionChange	Denominator	vrect_2		10		4/18/2017 10:33:55 AM	3233.714
FractionChange	Denominator	vrect_2		11		4/18/2017 10:33:55 AM	3234.139
FractionChange	Denominator	vrect_2		12		4/18/2017 10:33:55 AM	3234.617
FractionChange	Denominator	vrect_2		11		4/18/2017 10:33:56 AM	3235.572
FractionChange	Denominator	vrect_2		10		4/18/2017 10:33:57 AM	3235.799
FractionChange	Denominator	vrect_2		9		4/18/2017 10:33:57 AM	3236.065
FractionChange	Denominator	vrect_2		8		4/18/2017 10:33:57 AM	3236.297
FractionChange	Denominator	vrect_2		7		4/18/2017 10:33:57 AM	3236.521
FractionChange	Denominator	vrect_2		6		4/18/2017 10:33:58 AM	3236.823
FractionChange	Denominator	vrect_2		5		4/18/2017 10:33:58 AM	3237.449
FractionChange	Denominator	vrect_2		4		4/18/2017 10:34:01 AM	3240.564
FractionChange	Denominator	vrect_2		5		4/18/2017 10:34:03 AM	3242.148
FractionChange	Denominator	vrect_2		4		4/18/2017 10:34:05 AM	3243.837
PressFraction	VRects	vrect_2		0/4	(0.125, 0)	4/18/2017 10:34:06 AM	3244.794
ReleaseFraction	VRects	vrect_2		0/4	(0.125, 0)	4/18/2017 10:34:06 AM	3244.906
FractionChange	Numerator	vrect_2		1		4/18/2017 10:34:09 AM	3247.72
FractionChange	Numerator	vrect_2		0		4/18/2017 10:34:14 AM	3252.728
FractionChange	Numerator	vrect_2		1		4/18/2017 10:34:15 AM	3253.718
FractionChange	Numerator	vrect_2		2		4/18/2017 10:34:31 AM	3270.513
FractionChange	Numerator	vrect_2		3		4/18/2017 10:34:32 AM	3271.096
FractionChange	Numerator	vrect_2		4		4/18/2017 10:34:32 AM	3271.532
FractionChange	Numerator	vrect_2		5		4/18/2017 10:34:34 AM	3272.891
EndStateReached						4/18/2017 10:34:34 AM	3273.514
FractionChange	Numerator	vrect_2		4		4/18/2017 10:34:38 AM	3276.972
FractionChange	Numerator	vrect_2		3		4/18/2017 10:34:39 AM	3278.262
FractionChange	Numerator	vrect_2		2		4/18/2017 10:34:40 AM	3278.76
FractionChange	Numerator	vrect_2		1		4/18/2017 10:34:40 AM	3279.04
EndStateReached						4/18/2017 10:34:43 AM	3281.76
FractionChange	Numerator	vrect_2		2		4/18/2017 10:34:46 AM	3285.415
EndStateReached						4/18/2017 10:34:49 AM	3288.416
PressFraction	VRects	vrect_2		2/4	(0.125, 0)	4/18/2017 10:34:55 AM	3294.477
ReleaseFraction	VRects	vrect_2		2/4	(-11.24167, 6.966667)	4/18/2017 10:34:57 AM	3296.126
EndStateReached						4/18/2017 10:34:58 AM	3297.479
EndStateReached						4/18/2017 10:35:00 AM	3299.126
PressFraction	VRects	vrect_2		2/4	(-11.24167, 6.966667)	4/18/2017 10:35:04 AM	3303.614
FractionTrashed	VRects	vrect_2		2/4		4/18/2017 10:35:05 AM	3304.152
ReleaseFraction	VRects	vrect_2		2/4	(-10.975, 5.733334)	4/18/2017 10:35:05 AM	3304.152
EndStateReached						4/18/2017 10:35:07 AM	3306.616
EndStateReached						4/18/2017 10:35:08 AM	3307.157
EndStateReached						4/18/2017 10:35:08 AM	3307.157
ClickButton	Set/Stars					4/18/2017 10:35:24 AM	3323.426
FractionGenerated	StarSets	starset_3				4/18/2017 10:35:24 AM	3323.426
PressFraction	StarSets	starset_3		0/0	(0.28125, 1)	4/18/2017 10:35:31 AM	3330.16
ReleaseFraction	StarSets	starset_3		0/0	(0.28125, 1)	4/18/2017 10:35:31 AM	3330.292
PressFraction	StarSets	starset_3		0/0	(0.28125, 1)	4/18/2017 10:35:32 AM	3331.049
ReleaseFraction	StarSets	starset_3		0/0	(0.28125, 1)	4/18/2017 10:35:32 AM	3331.176
PressFraction	StarSets	starset_3		0/0	(0.28125, 1)	4/18/2017 10:35:33 AM	3331.906
ReleaseFraction	StarSets	starset_3		0/0	(0.28125, 1)	4/18/2017 10:35:33 AM	3332.021
FractionChange	Denominator	starset_3		1		4/18/2017 10:35:34 AM	3333.338
FractionChange	Denominator	starset_3		2		4/18/2017 10:35:35 AM	3334.551
FractionChange	Denominator	starset_3		3		4/18/2017 10:35:36 AM	3335.295
FractionChange	Denominator	starset_3		4		4/18/2017 10:35:37 AM	3336.153
FractionChange	Denominator	starset_3		5		4/18/2017 10:35:38 AM	3336.703
FractionChange	Denominator	starset_3		6		4/18/2017 10:35:38 AM	3337.044
PressFraction	StarSets	starset_3		0/6	(0.28125, 1)	4/18/2017 10:35:39 AM	3338.122
ReleaseFraction	StarSets	starset_3		0/6	(0.28125, 1)	4/18/2017 10:35:39 AM	3338.264
FractionChange	Numerator	starset_3		0		4/18/2017 10:35:41 AM	3339.921
FractionChange	Numerator	starset_3		0		4/18/2017 10:35:41 AM	3340.487
FractionChange	Numerator	starset_3		1		4/18/2017 10:35:42 AM	3341.36
FractionChange	Numerator	starset_3		2		4/18/2017 10:35:43 AM	3341.811
FractionChange	Numerator	starset_3		3		4/18/2017 10:35:43 AM	3342.214
FractionChange	Numerator	starset_3		4		4/18/2017 10:35:43 AM	3342.56
FractionChange	Numerator	starset_3		5		4/18/2017 10:35:44 AM	3342.845
FractionChange	Numerator	starset_3		6		4/18/2017 10:35:44 AM	3343.52
EndStateReached						4/18/2017 10:35:46 AM	3345.218
FractionChange	Numerator	starset_3		5		4/18/2017 10:35:50 AM	3349.359
FractionChange	Numerator	starset_3		4		4/18/2017 10:35:51 AM	3349.715
FractionChange	Numerator	starset_3		3		4/18/2017 10:35:51 AM	3349.937
FractionChange	Numerator	starset_3		2		4/18/2017 10:35:51 AM	3350.162
FractionChange	Numerator	starset_3		1		4/18/2017 10:35:51 AM	3350.387
FractionChange	Numerator	starset_3		0		4/18/2017 10:35:51 AM	3350.62
FractionChange	Numerator	starset_3		0		4/18/2017 10:35:52 AM	3350.845
FractionChange	Numerator	starset_3		0		4/18/2017 10:35:52 AM	3351.051
PressFraction	StarSets	starset_3		0/6	(0.28125, 1)	4/18/2017 10:35:53 AM	3351.966
EndStateReached						4/18/2017 10:35:54 AM	3352.938
PressFraction	StarSets	starset_3		0/6	(-9.252084, 6.8)	4/18/2017 10:36:00 AM	3359.563
FractionTrashed	StarSets	starset_3		0/6		4/18/2017 10:36:01 AM	3360.376
ReleaseFraction	StarSets	starset_3		0/6	(-10.88542, 7.8)	4/18/2017 10:36:01 AM	3360.376
ClickButton	Set/Hearts					4/18/2017 10:36:04 AM	3363.246
FractionGenerated	HeartSets	heartset_4				4/18/2017 10:36:04 AM	3363.246
FractionChange	Denominator	heartset_4		1		4/18/2017 10:36:06 AM	3364.954
FractionChange	Denominator	heartset_4		2		4/18/2017 10:36:07 AM	3365.719
FractionChange	Denominator	heartset_4		3		4/18/2017 10:36:08 AM	3366.842
